count,time_s,lux,press,temp,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ
788,12.70408,67.30146,1011.445312,29.632812,0.248779,0.82489,1.649414,22.205805,-23.335945,70.550156,-7.82269,96.357422,-186.250427
789,12.722168,67.30146,1011.434326,29.632812,0.24585,0.820984,1.649902,22.572016,-23.335945,70.428085,-1.564538,86.879639,-177.165039
790,12.738073,67.30146,1011.420166,29.632812,0.240479,0.820984,1.646484,22.572016,-22.420418,70.306015,-12.516303,85.300011,-181.707733
791,12.753977,67.30146,1011.451416,29.632812,0.246826,0.826355,1.648926,22.633051,-23.27491,70.000839,-3.129076,88.459267,-178.679276
792,12.803687,67.30146,1011.430664,29.632812,0.250244,0.833191,1.648926,22.327875,-22.786629,70.24498,-15.645379,88.459267,-175.650818
793,12.819553,67.30146,1011.489502,29.632812,0.251221,0.831726,1.652832,22.26684,-22.725594,70.12291,-9.387227,94.777794,-178.679276
794,12.835342,67.30146,1011.419678,29.632812,0.250732,0.82782,1.651855,21.961664,-22.359383,70.48912,0,104.255569,-184.736191
795,12.851169,67.30146,1011.43042,29.609375,0.241455,0.826843,1.649902,22.083735,-22.420418,70.672226,-3.129076,101.096313,-190.793137
796,12.869031,67.30146,1011.425293,29.609375,0.242432,0.813171,1.649414,22.327875,-22.664558,70.550156,-4.693614,102.675941,-180.193512
797,12.88485,67.30146,1011.427246,29.609375,0.234619,0.815125,1.651367,22.572016,-22.603523,70.550156,-23.468067,105.835205,-186.250427
798,12.900623,67.30146,1011.40625,29.609375,0.237549,0.82489,1.646484,22.572016,-23.213875,70.306015,6.258152,101.096313,-199.87851
799,12.916441,67.30146,1011.418213,29.609375,0.236084,0.822937,1.647949,22.510981,-22.481453,70.611191,-4.693614,102.675941,-180.193512
800,12.934283,67.30146,1011.42627,29.609375,0.244873,0.832703,1.649414,22.633051,-22.359383,70.24498,-7.82269,105.835205,-177.165039
801,12.950035,67.30146,1011.401123,29.609375,0.24585,0.822937,1.646973,22.38891,-23.030769,70.428085,-10.951765,108.994461,-180.193512
802,12.965799,67.30146,1011.419434,29.609375,0.237549,0.818054,1.648438,22.510981,-22.664558,70.24498,-12.516303,88.459267,-169.593887
803,12.983682,70.433952,1011.45752,29.609375,0.240967,0.818542,1.65332,22.510981,-22.786629,70.306015,-7.82269,99.516685,-177.165039
804,12.99943,70.433952,1011.411865,29.609375,0.238525,0.816101,1.648926,22.449945,-22.847664,70.306015,-9.387227,94.777794,-178.679276
805,13.015177,70.433952,1011.416992,29.609375,0.247803,0.822449,1.654785,22.694086,-23.091805,70.24498,-10.951765,102.675941,-189.2789
806,13.030938,70.433952,1011.455566,29.609375,0.251709,0.826843,1.649414,23.060297,-22.786629,69.878769,-1.564538,93.198166,-180.193512
807,13.048775,70.433952,1011.443359,29.609375,0.248291,0.832703,1.647461,22.755121,-22.359383,69.817734,-1.564538,96.357422,-189.2789
808,13.06451,70.433952,1011.438477,29.609375,0.238525,0.832214,1.646484,22.510981,-22.786629,69.817734,-7.82269,99.516685,-171.108124
809,13.080255,70.433952,1011.446289,29.585938,0.231689,0.828796,1.650879,22.38891,-22.603523,70.000839,-7.82269,90.038895,-177.165039
810,13.096028,70.433952,1011.449951,29.585938,0.233643,0.823425,1.651855,22.510981,-23.335945,69.573593,6.258152,97.937057,-178.679276
811,13.146296,70.433952,1011.430176,29.585938,0.232666,0.819031,1.646973,22.26684,-23.519051,69.756699,-9.387227,97.937057,-181.707733
812,13.162175,70.433952,1011.438477,29.585938,0.224854,0.819519,1.651855,22.694086,-23.519051,70.36705,-18.774454,110.574089,-184.736191
813,13.178073,70.433952,1011.437988,29.585938,0.230713,0.820007,1.648438,22.694086,-24.068367,70.672226,-10.951765,102.675941,-183.22197
814,13.193998,70.433952,1011.452148,29.585938,0.228271,0.817566,1.65332,22.572016,-23.885262,70.733261,0,107.414833,-190.793137
815,13.211991,70.433952,1011.461914,29.585938,0.239014,0.817566,1.645996,22.816156,-24.312508,71.587753,-15.645379,104.255569,-178.679276
816,13.227891,70.433952,1011.423828,29.585938,0.246338,0.820984,1.652832,22.999262,-24.007332,71.709824,-15.645379,94.777794,-187.764679
817,13.243775,70.433952,1011.450928,29.585938,0.259033,0.817078,1.653809,23.060297,-24.495613,71.282578,-15.645379,94.777794,-178.679276
818,13.261805,70.433952,1011.435791,29.585938,0.256592,0.822449,1.654785,23.121332,-24.190437,71.343613,-12.516303,97.937057,-169.593887
819,13.277698,70.433952,1011.415283,29.585938,0.247314,0.817566,1.651855,23.426508,-22.969734,70.306015,-9.387227,101.096313,-187.764679
820,13.29353,70.433952,1011.438477,29.585938,0.23999,0.814148,1.650391,23.426508,-23.702156,70.48912,4.693614,99.516685,-180.193512
821,13.309409,70.433952,1011.45874,29.585938,0.239502,0.820496,1.651855,23.548578,-23.15284,70.794296,-1.564538,99.516685,-186.250427
822,13.327466,70.433952,1011.423096,29.59375,0.240479,0.823425,1.648926,23.792719,-23.27491,71.648788,-20.338991,108.994461,-174.136581
823,13.343332,70.433952,1011.420898,29.59375,0.23999,0.824402,1.646484,23.609613,-24.007332,71.648788,-12.516303,94.777794,-175.650818
824,13.35918,70.433952,1011.38916,29.59375,0.24292,0.826355,1.65332,23.792719,-23.27491,71.404648,-7.82269,96.357422,-177.165039
825,13.375018,70.433952,1011.425293,29.59375,0.237061,0.833679,1.653809,23.670649,-23.580086,70.672226,-15.645379,94.777794,-190.793137
826,13.392957,70.433952,1011.40332,29.59375,0.242432,0.831726,1.653809,23.243402,-23.763191,70.977402,-17.209915,96.357422,-180.193512
827,13.408804,29.773504,1011.435303,29.59375,0.235596,0.831238,1.650391,23.365473,-23.885262,71.282578,-14.080841,90.038895,-186.250427
828,13.424638,29.773504,1011.413086,29.59375,0.237061,0.826843,1.654785,23.548578,-24.129402,71.099472,-7.82269,105.835205,-171.108124
829,13.442624,29.773504,1011.415527,29.59375,0.243896,0.832703,1.651367,23.426508,-24.129402,71.404648,-3.129076,88.459267,-184.736191
830,13.490216,29.773504,1011.429688,29.59375,0.249268,0.82196,1.649902,22.999262,-24.129402,71.892929,-10.951765,102.675941,-171.108124
831,13.505992,29.773504,1011.41748,29.59375,0.250244,0.826355,1.655273,22.755121,-23.335945,71.526718,-14.080841,102.675941,-195.335831
832,13.521734,29.773504,1011.410156,29.59375,0.252197,0.829285,1.655762,23.121332,-23.885262,71.404648,-4.693614,99.516685,-186.250427
833,13.539556,29.773504,1011.422607,29.59375,0.252197,0.837097,1.661133,22.694086,-23.641121,71.465683,-7.82269,86.879639,-180.193512
834,13.555308,29.773504,1011.396729,29.59375,0.255615,0.836121,1.647949,22.449945,-22.908699,71.343613,-4.693614,90.038895,-183.22197
835,13.571033,29.773504,1011.420898,29.585938,0.241943,0.827332,1.644043,22.572016,-23.030769,70.855331,-6.258152,97.937057,-184.736191
836,13.586781,29.773504,1011.425049,29.585938,0.229736,0.824402,1.649902,22.572016,-23.335945,71.038437,-20.338991,105.835205,-180.193512
837,13.604637,29.773504,1011.426758,29.585938,0.234131,0.827332,1.657227,22.694086,-23.641121,71.587753,-7.82269,102.675941,-177.165039
838,13.620506,29.773504,1011.442871,29.585938,0.250732,0.832214,1.650391,22.572016,-23.458015,71.404648,-18.774454,101.096313,-190.793137
839,13.636382,29.773504,1011.422119,29.585938,0.256104,0.825867,1.651855,22.572016,-23.519051,70.855331,-9.387227,75.822235,-181.707733
840,13.652252,29.773504,1011.405273,29.585938,0.251221,0.826843,1.650879,22.755121,-22.969734,70.000839,-12.516303,104.255569,-178.679276
841,13.670221,29.773504,1011.422607,29.585938,0.245361,0.831238,1.645996,22.633051,-22.664558,69.390488,-14.080841,102.675941,-189.2789
842,13.686104,29.773504,1011.422363,29.585938,0.258057,0.790222,1.65332,23.426508,-22.969734,70.061874,-14.080841,99.516685,-195.335831
843,13.701974,29.773504,1011.444336,29.585938,0.247803,0.841492,1.644043,22.877192,-22.237312,68.47496,-17.209915,93.198166,-180.193512
844,13.719934,29.773504,1011.396973,29.585938,0.218994,0.846375,1.646973,22.877192,-22.542488,70.36705,3.129076,101.096313,-178.679276
845,13.73579,29.773504,1011.394775,29.585938,0.243408,0.837585,1.654785,22.633051,-23.335945,71.465683,-14.080841,96.357422,-174.136581
846,13.751658,29.773504,1011.414062,29.585938,0.241943,0.828308,1.655762,22.877192,-22.847664,70.306015,-9.387227,97.937057,-187.764679
847,13.767582,29.773504,1011.416748,29.585938,0.255615,0.845398,1.652832,22.633051,-23.030769,70.183945,-7.82269,102.675941,-183.22197
848,13.785537,29.773504,1011.430664,29.585938,0.249756,0.832703,1.648926,22.205805,-23.091805,69.695663,-10.951765,102.675941,-183.22197
849,13.833254,29.455555,1011.404297,29.609375,0.236572,0.84491,1.649902,20.985102,-23.885262,71.343613,-14.080841,96.357422,-186.250427
850,13.849076,29.455555,1011.457764,29.609375,0.239014,0.83075,1.647461,20.985102,-23.580086,71.343613,-7.82269,96.357422,-183.22197
851,13.864884,29.455555,1011.40625,29.609375,0.250244,0.820007,1.648438,21.107172,-23.824226,71.099472,-7.82269,96.357422,-192.307358
852,13.882874,29.455555,1011.409912,29.609375,0.248291,0.82782,1.647461,20.924067,-23.763191,70.550156,-21.90353,94.777794,-181.707733
853,13.898691,29.455555,1011.425049,29.609375,0.240967,0.818054,1.647949,21.168207,-22.969734,70.48912,-7.82269,86.879639,-183.22197
854,13.914506,29.455555,1011.406006,29.609375,0.255615,0.818054,1.650391,21.046137,-23.824226,70.916367,-12.516303,97.937057,-187.764679
855,13.932475,29.455555,1011.412354,29.609375,0.250244,0.815125,1.646973,21.412348,-23.213875,70.428085,-3.129076,104.255569,-193.821594
856,13.948294,29.455555,1011.413086,29.609375,0.242432,0.807312,1.644043,21.961664,-22.847664,69.329453,-1.564538,99.516685,-186.250427
857,13.964106,29.455555,1011.426025,29.609375,0.237549,0.815125,1.652832,21.839594,-22.969734,69.573593,-17.209915,102.675941,-186.250427
858,13.979942,29.455555,1011.430176,29.609375,0.230225,0.817566,1.65332,22.26684,-23.335945,70.061874,0,97.937057,-184.736191
859,13.997803,29.455555,1011.435303,29.609375,0.245361,0.82782,1.651855,22.14477,-23.39698,70.611191,-6.258152,101.096313,-190.793137
860,14.013605,29.455555,1011.435547,29.609375,0.249268,0.817566,1.651855,22.38891,-23.213875,70.611191,-9.387227,97.937057,-184.736191
861,14.02941,29.455555,1011.430176,29.609375,0.245361,0.812683,1.653809,22.327875,-23.580086,70.12291,-3.129076,91.618538,-190.793137
862,14.045205,29.455555,1011.413086,29.59375,0.243408,0.814148,1.650391,22.816156,-22.725594,69.390488,-6.258152,91.618538,-175.650818
863,14.063096,29.455555,1011.417236,29.59375,0.243896,0.822449,1.651367,23.182367,-22.969734,69.207382,-10.951765,96.357422,-186.250427
864,14.078922,29.455555,1011.428711,29.59375,0.240967,0.826355,1.649414,22.755121,-23.39698,69.451523,-10.951765,99.516685,-195.335831
865,14.094744,29.455555,1011.403809,29.59375,0.235596,0.826843,1.644043,22.694086,-22.908699,69.817734,-10.951765,90.038895,-183.22197
866,14.110557,29.455555,1011.440186,29.59375,0.236084,0.82489,1.654297,22.816156,-23.213875,70.000839,-17.209915,99.516685,-192.307358
867,14.128466,29.455555,1011.427246,29.59375,0.233643,0.828308,1.650879,22.572016,-23.335945,70.36705,-10.951765,90.038895,-186.250427
868,14.175325,29.455555,1011.404785,29.59375,0.241455,0.82196,1.652832,22.633051,-24.190437,70.733261,-10.951765,96.357422,-162.022736
869,14.191142,29.455555,1011.427734,29.59375,0.247803,0.831726,1.651855,22.327875,-23.641121,70.306015,-4.693614,99.516685,-186.250427
870,14.209108,29.455555,1011.422852,29.59375,0.239502,0.824402,1.645508,22.510981,-23.946297,70.306015,-1.564538,96.357422,-180.193512
871,14.224885,29.455555,1011.398682,29.59375,0.237549,0.820984,1.645996,22.572016,-24.556648,70.550156,-3.129076,82.140747,-187.764679
872,14.240687,29.297169,1011.434326,29.59375,0.241943,0.824402,1.647949,22.572016,-24.129402,70.733261,-1.564538,99.516685,-180.193512
873,14.256493,29.297169,1011.422119,29.59375,0.245361,0.817566,1.650391,22.572016,-24.312508,70.794296,-1.564538,77.401863,-186.250427
874,14.274387,29.297169,1011.411621,29.59375,0.251221,0.828796,1.649902,22.449945,-23.946297,70.977402,-4.693614,96.357422,-186.250427
875,14.290178,29.297169,1011.387939,29.617188,0.249268,0.827332,1.655762,22.633051,-24.434578,71.160507,-12.516303,91.618538,-175.650818
876,14.306005,29.297169,1011.394531,29.617188,0.254639,0.816101,1.659668,22.38891,-23.763191,71.282578,1.564538,99.516685,-195.335831
877,14.321828,29.297169,1011.39624,29.617188,0.254639,0.821472,1.653809,22.510981,-24.190437,70.672226,-14.080841,105.835205,-198.364288
878,14.339757,29.297169,1011.405762,29.617188,0.257568,0.820496,1.652832,22.38891,-23.824226,70.24498,-21.90353,97.937057,-172.622345
879,14.355593,29.297169,1011.436035,29.617188,0.252197,0.823914,1.655273,22.572016,-23.091805,69.634628,-14.080841,99.516685,-189.2789
880,14.371428,29.297169,1011.42334,29.617188,0.249268,0.823425,1.652344,22.694086,-23.15284,70.12291,-12.516303,97.937057,-178.679276
881,14.389354,29.297169,1011.44043,29.617188,0.250244,0.82782,1.656738,22.877192,-22.969734,70.855331,-1.564538,99.516685,-177.165039
882,14.405177,29.297169,1011.418701,29.617188,0.249756,0.82196,1.656738,22.694086,-22.969734,71.038437,-14.080841,99.516685,-180.193512
883,14.421011,29.297169,1011.416016,29.617188,0.239014,0.809265,1.656738,22.999262,-22.908699,70.977402,-6.258152,88.459267,-178.679276
884,14.436817,29.297169,1011.418945,29.617188,0.239014,0.813171,1.653809,22.999262,-23.213875,70.977402,-9.387227,94.777794,-184.736191
885,14.454721,29.297169,1011.40918,29.617188,0.252686,0.821472,1.647949,23.365473,-23.213875,70.733261,-10.951765,105.835205,-180.193512
886,14.470559,29.297169,1011.431152,29.617188,0.253662,0.827332,1.651855,23.487543,-22.908699,70.36705,-12.516303,94.777794,-181.707733
887,14.518142,29.297169,1011.388428,29.617188,0.243896,0.832214,1.65332,23.182367,-23.15284,70.672226,-7.82269,102.675941,-189.2789
888,14.534026,29.297169,1011.398438,29.609375,0.246338,0.829285,1.646973,22.877192,-22.542488,70.855331,-7.82269,93.198166,-189.2789
889,14.551995,29.297169,1011.417969,29.609375,0.23999,0.822937,1.649414,23.304438,-22.725594,70.672226,-4.693614,105.835205,-189.2789
890,14.567777,29.297169,1011.407715,29.609375,0.239014,0.81366,1.646973,23.060297,-22.542488,70.672226,-10.951765,93.198166,-186.250427
891,14.583558,29.297169,1011.392578,29.609375,0.239502,0.822449,1.652832,23.426508,-22.969734,70.672226,-3.129076,94.777794,-187.764679
892,14.599332,29.297169,1011.420654,29.609375,0.243896,0.833191,1.65332,23.182367,-22.725594,70.36705,-1.564538,93.198166,-174.136581
893,14.61727,29.297169,1011.393799,29.609375,0.242432,0.829773,1.648438,22.938227,-22.908699,70.794296,-3.129076,82.140747,-184.736191
894,14.63307,29.297169,1011.420654,29.609375,0.238037,0.833679,1.652832,23.182367,-23.580086,70.733261,-12.516303,85.300011,-178.679276
895,14.648851,27.00687,1011.426514,29.609375,0.232666,0.831238,1.647949,22.877192,-23.213875,71.099472,-3.129076,91.618538,-181.707733
896,14.666719,27.00687,1011.432617,29.609375,0.244873,0.829285,1.649902,22.449945,-23.335945,71.160507,-14.080841,86.879639,-177.165039
897,14.68256,27.00687,1011.395264,29.609375,0.245361,0.824402,1.648926,22.938227,-23.824226,71.038437,-6.258152,94.777794,-175.650818
898,14.698317,27.00687,1011.412598,29.609375,0.249268,0.819519,1.654785,22.633051,-23.27491,71.038437,-9.387227,97.937057,-184.736191
899,14.714081,27.00687,1011.43335,29.609375,0.241455,0.819031,1.648438,22.694086,-23.763191,70.36705,-18.774454,97.937057,-190.793137
900,14.731975,27.00687,1011.388184,29.609375,0.248291,0.832703,1.655762,22.877192,-23.213875,70.550156,-10.951765,90.038895,-183.22197
901,14.747742,27.00687,1011.392822,29.609375,0.24585,0.831726,1.647949,22.449945,-23.763191,70.794296,-10.951765,90.038895,-180.193512
902,14.763526,27.00687,1011.386475,29.570312,0.235107,0.883972,1.632812,22.938227,-22.969734,70.24498,-18.774454,88.459267,-184.736191
903,14.779361,27.00687,1011.42749,29.570312,0.239502,0.806335,1.626953,22.999262,-23.39698,70.24498,-9.387227,85.300011,-193.821594
904,14.797247,27.00687,1011.403809,29.570312,0.260986,0.824402,1.653809,22.694086,-23.15284,70.611191,1.564538,99.516685,-177.165039
905,14.813023,27.00687,1011.416016,29.570312,0.240479,0.824402,1.643555,22.877192,-22.359383,70.672226,-18.774454,91.618538,-181.707733
906,14.860705,27.00687,1011.391602,29.570312,0.249756,0.831238,1.655273,22.633051,-23.27491,71.465683,-4.693614,99.516685,-177.165039
907,14.876489,27.00687,1011.406982,29.570312,0.256592,0.811218,1.652832,22.633051,-22.969734,71.038437,-7.82269,99.516685,-189.2789
908,14.894371,27.00687,1011.398682,29.570312,0.249756,0.818542,1.652344,22.877192,-22.481453,70.061874,-14.080841,96.357422,-183.22197
909,14.910161,27.00687,1011.406738,29.570312,0.237549,0.838074,1.652344,22.633051,-23.27491,70.36705,-9.387227,94.777794,-193.821594
910,14.925946,27.00687,1011.401123,29.570312,0.233154,0.825378,1.649902,22.694086,-23.213875,71.038437,-12.516303,97.937057,-175.650818
911,14.943841,27.00687,1011.386719,29.570312,0.237549,0.836609,1.655273,22.572016,-23.885262,71.282578,-9.387227,97.937057,-175.650818
912,14.959618,27.00687,1011.405273,29.570312,0.244385,0.824402,1.653809,22.694086,-23.091805,71.709824,-7.82269,102.675941,-174.136581
913,14.975396,27.00687,1011.391602,29.570312,0.252686,0.832214,1.649414,22.083735,-23.580086,71.648788,-4.693614,96.357422,-177.165039
914,14.991171,27.00687,1011.401855,29.570312,0.254639,0.811707,1.647461,22.38891,-22.725594,71.404648,-18.774454,94.777794,-181.707733
915,15.009048,27.00687,1011.394775,29.601562,0.248291,0.812683,1.650879,22.694086,-22.908699,70.550156,-4.693614,90.038895,-174.136581
916,15.024832,27.00687,1011.436279,29.601562,0.253662,0.818542,1.649414,23.121332,-22.969734,70.183945,-25.032606,97.937057,-187.764679
917,15.040634,27.00687,1011.378174,29.601562,0.241455,0.817078,1.648438,23.182367,-22.359383,70.611191,-18.774454,104.255569,-190.793137
918,15.056459,27.00687,1011.384033,29.601562,0.241943,0.822449,1.656738,23.060297,-22.786629,70.733261,-15.645379,97.937057,-178.679276
919,15.074354,19.098692,1011.415039,29.601562,0.246826,0.819519,1.654297,23.548578,-22.725594,70.977402,-20.338991,99.516685,-177.165039
920,15.090146,19.098692,1011.391846,29.601562,0.244385,0.835144,1.648438,23.365473,-22.969734,70.916367,-14.080841,102.675941,-180.193512
921,15.105959,19.098692,1011.390625,29.601562,0.245361,0.83075,1.647949,23.121332,-22.298347,70.916367,0,88.459267,-178.679276
922,15.123777,19.098692,1011.394775,29.601562,0.243408,0.827332,1.648926,23.304438,-22.237312,70.733261,-21.90353,91.618538,-190.793137
923,15.139559,19.098692,1011.37207,29.601562,0.237549,0.831726,1.651855,23.243402,-22.847664,70.855331,-9.387227,94.777794,-190.793137
924,15.155334,19.098692,1011.394287,29.601562,0.248291,0.828308,1.647461,22.999262,-22.237312,70.916367,-15.645379,97.937057,-190.793137
925,15.202987,19.098692,1011.41333,29.601562,0.237549,0.835632,1.647461,22.877192,-23.213875,71.160507,-15.645379,107.414833,-178.679276
926,15.22087,19.098692,1011.39917,29.601562,0.21167,0.800476,1.648438,23.182367,-23.702156,69.817734,-18.774454,88.459267,-178.679276
927,15.236672,19.098692,1011.385498,29.601562,0.234131,0.823914,1.637695,23.304438,-23.335945,68.535995,0,88.459267,-181.707733
928,15.2524,19.098692,1011.422119,29.65625,0.250732,0.831238,1.650391,23.243402,-23.885262,69.634628,-9.387227,85.300011,-184.736191
929,15.268135,19.098692,1011.391357,29.65625,0.236084,0.854675,1.646484,22.999262,-23.763191,70.977402,-17.209915,105.835205,-183.22197
930,15.285984,19.098692,1011.398682,29.65625,0.25708,0.846863,1.64209,22.572016,-23.946297,72.503281,-12.516303,104.255569,-184.736191
931,15.301729,19.098692,1011.388428,29.65625,0.251709,0.841003,1.653809,22.022699,-23.39698,72.198105,-12.516303,104.255569,-184.736191
932,15.317475,19.098692,1011.443115,29.65625,0.229736,0.830261,1.657715,22.14477,-23.519051,70.306015,-10.951765,102.675941,-171.108124
933,15.333231,19.098692,1011.441895,29.65625,0.256592,0.824402,1.652344,21.961664,-22.908699,71.221542,-7.82269,96.357422,-189.2789
934,15.351057,19.098692,1011.416748,29.65625,0.245361,0.829773,1.642578,21.656488,-22.969734,70.550156,-12.516303,97.937057,-181.707733
935,15.366802,19.098692,1011.409424,29.65625,0.24585,0.834167,1.649902,22.022699,-23.27491,71.221542,-14.080841,96.357422,-171.108124
936,15.382549,19.098692,1011.403076,29.65625,0.235107,0.833679,1.65332,21.656488,-22.725594,71.221542,-6.258152,91.618538,-181.707733
937,15.40038,19.098692,1011.421875,29.65625,0.226807,0.828796,1.651367,21.778559,-23.335945,71.404648,-3.129076,94.777794,-181.707733
938,15.416107,19.098692,1011.396973,29.65625,0.226318,0.82196,1.644531,21.656488,-23.824226,71.465683,-20.338991,96.357422,-174.136581
939,15.431851,19.098692,1011.40625,29.65625,0.22583,0.820496,1.647461,21.961664,-24.129402,71.526718,-1.564538,83.720383,-180.193512
940,15.447579,19.098692,1011.399658,29.65625,0.239502,0.812195,1.648926,22.205805,-24.434578,71.221542,-14.080841,86.879639,-183.22197
941,15.465415,19.098692,1011.400879,29.65625,0.251221,0.820496,1.651367,22.510981,-24.007332,70.36705,-12.516303,91.618538,-187.764679
942,15.481133,12.4476,1011.389404,29.65625,0.249756,0.828308,1.644043,22.633051,-24.556648,70.306015,3.129076,85.300011,-169.593887
943,15.496722,12.4476,1011.389893,29.625,0.250732,0.83075,1.654297,22.816156,-23.580086,70.733261,-10.951765,99.516685,-174.136581
944,15.544711,12.4476,1011.395508,29.625,0.260986,0.805359,1.659668,22.083735,-23.580086,70.428085,-9.387227,97.937057,-175.650818
945,15.562555,12.4476,1011.410889,29.625,0.265869,0.804382,1.648926,22.510981,-22.969734,68.719101,-10.951765,96.357422,-171.108124
946,15.57826,12.4476,1011.388672,29.625,0.249268,0.820496,1.645508,22.938227,-22.420418,69.146347,-3.129076,94.777794,-178.679276
947,15.593946,12.4476,1011.418945,29.625,0.238037,0.827332,1.647461,22.816156,-22.847664,69.817734,0,88.459267,-178.679276
948,15.611755,12.4476,1011.38501,29.625,0.233154,0.835632,1.646484,22.755121,-22.298347,70.48912,-9.387227,91.618538,-187.764679
949,15.627461,12.4476,1011.418213,29.625,0.235107,0.832703,1.647949,22.755121,-23.15284,70.24498,-17.209915,83.720383,-201.392746
950,15.643167,12.4476,1011.395508,29.625,0.237061,0.827332,1.649414,22.877192,-22.725594,70.306015,-25.032606,94.777794,-169.593887
951,15.65886,12.4476,1011.409424,29.625,0.238037,0.822449,1.648438,22.938227,-23.702156,69.878769,-15.645379,94.777794,-178.679276
952,15.67673,12.4476,1011.360352,29.625,0.24292,0.820007,1.654297,22.755121,-23.335945,69.573593,-12.516303,97.937057,-193.821594
953,15.69244,12.4476,1011.393799,29.625,0.246338,0.822449,1.648926,22.999262,-23.030769,69.390488,3.129076,94.777794,-175.650818
954,15.708129,12.4476,1011.386719,29.625,0.249756,0.825867,1.648926,23.365473,-23.580086,69.390488,-10.951765,99.516685,-195.335831
955,15.723848,12.4476,1011.380615,29.617188,0.251221,0.83905,1.656738,23.060297,-23.091805,69.207382,-20.338991,93.198166,-177.165039
956,15.748211,12.4476,1011.39502,29.617188,0.244873,0.844421,1.646484,22.38891,-22.786629,70.550156,-10.951765,93.198166,-186.250427
957,15.765653,12.4476,1011.372314,29.617188,0.233643,0.835144,1.651855,21.839594,-22.420418,70.672226,4.693614,90.038895,-171.108124
958,15.781493,12.4476,1011.381348,29.617188,0.236572,0.831238,1.650879,22.022699,-23.27491,70.611191,-15.645379,97.937057,-181.707733
959,15.797363,12.4476,1011.402344,29.617188,0.233643,0.82782,1.652344,21.717524,-23.15284,70.48912,-7.82269,102.675941,-180.193512
960,15.815359,12.4476,1011.376221,29.617188,0.239502,0.832214,1.649902,21.717524,-23.335945,70.36705,1.564538,90.038895,-186.250427
961,15.831197,12.4476,1011.390381,29.617188,0.238037,0.828308,1.647949,21.473383,-23.946297,70.611191,-4.693614,96.357422,-183.22197
962,15.878567,12.4476,1011.399658,29.617188,0.251709,0.822449,1.652344,22.022699,-23.763191,70.36705,-10.951765,108.994461,-186.250427
963,15.896474,18.388411,1011.387207,29.617188,0.253662,0.825867,1.648438,22.14477,-23.39698,70.183945,4.693614,83.720383,-180.193512
964,15.912382,18.388411,1011.386475,29.617188,0.253174,0.819519,1.65332,21.961664,-23.030769,70.306015,-10.951765,105.835205,-183.22197
965,15.928332,18.388411,1011.385986,29.617188,0.250732,0.816589,1.651855,22.022699,-23.030769,70.306015,-17.209915,105.835205,-186.250427
966,15.94427,18.388411,1011.416504,29.617188,0.251221,0.817566,1.654785,22.083735,-22.847664,70.428085,-4.693614,102.675941,-189.2789
967,15.962223,18.388411,1011.384521,29.617188,0.244873,0.815613,1.650879,22.510981,-22.725594,69.939804,-18.774454,107.414833,-181.707733
968,15.9781,18.388411,1011.376465,29.625,0.242432,0.816101,1.656738,22.633051,-22.725594,70.36705,-7.82269,108.994461,-183.22197
969,15.993922,18.388411,1011.385986,29.625,0.251709,0.823425,1.65332,22.510981,-22.298347,70.611191,-6.258152,94.777794,-199.87851
970,16.009739,18.388411,1011.405273,29.625,0.253662,0.816101,1.648926,22.572016,-22.664558,70.24498,-7.82269,93.198166,-177.165039
971,16.027649,18.388411,1011.367676,29.625,0.243408,0.818054,1.651367,23.121332,-22.664558,69.512558,-10.951765,90.038895,-180.193512
972,16.043474,18.388411,1011.415283,29.625,0.22876,0.815613,1.643555,23.121332,-22.176277,69.634628,1.564538,86.879639,-165.051193
973,16.059298,18.388411,1011.357422,29.625,0.230225,0.825867,1.651855,23.365473,-23.15284,70.000839,-7.82269,99.516685,-183.22197
974,16.075111,18.388411,1011.35498,29.625,0.238525,0.824402,1.646484,23.365473,-22.725594,70.36705,-17.209915,108.994461,-180.193512
975,16.093039,18.388411,1011.402344,29.625,0.243896,0.822449,1.641602,23.182367,-22.725594,70.12291,-3.129076,104.255569,-184.736191
976,16.108847,18.388411,1011.406738,29.625,0.237061,0.82196,1.651367,22.877192,-23.27491,70.428085,-1.564538,93.198166,-177.165039
977,16.124647,18.388411,1011.415039,29.625,0.232666,0.825867,1.654297,23.304438,-23.335945,70.733261,-10.951765,99.516685,-180.193512
978,16.142572,18.388411,1011.397949,29.625,0.237061,0.834167,1.650391,22.816156,-23.519051,70.550156,-6.258152,101.096313,-184.736191
979,16.158375,18.388411,1011.413086,29.625,0.23999,0.832703,1.657715,22.938227,-23.335945,70.855331,-9.387227,97.937057,-178.679276
980,16.174234,18.388411,1011.419922,29.625,0.247803,0.833679,1.651367,22.694086,-23.519051,70.977402,-14.080841,96.357422,-180.193512
981,16.221928,18.388411,1011.388916,29.632812,0.233154,0.823425,1.65332,22.938227,-22.847664,70.672226,-20.338991,105.835205,-180.193512
982,16.23988,18.388411,1011.410645,29.632812,0.235596,0.822937,1.650391,22.816156,-23.091805,70.733261,-10.951765,102.675941,-171.108124
983,16.255733,18.388411,1011.408203,29.632812,0.238525,0.828308,1.654297,22.572016,-23.824226,70.794296,-10.951765,99.516685,-183.22197
984,16.271591,18.388411,1011.418945,29.632812,0.242432,0.827332,1.646484,23.243402,-23.091805,70.977402,-9.387227,94.777794,-190.793137
